0;1;201;33;28079
0;1;202;17;26955
0;1;204;11;13982
0;1;205;287;420670
0;1;206;17;8897
0;1;207;3;5071
0;1;208;3;74635
0;1;209;19;276129
0;1;210;23;50273
0;1;212;8;67184
0;1;213;34;48129
0;1;214;20;141441
0;1;215;25;99497
0;1;217;3;3950
0;2;202;19;32106
0;2;204;8;9898
0;2;205;128;173039
0;2;207;2;10889
0;2;208;11;218478
0;2;209;14;289722
0;2;210;3;7722
0;2;213;85;121267
0;2;214;17;175894
0;2;215;43;190810
0;3;202;5;7508
0;3;203;4;39399
0;3;204;11;13260
0;3;205;82;137618
0;3;209;6;76426
0;3;210;13;29935
0;3;211;1;1770
0;3;212;2;15283
0;3;213;9;13847
0;3;214;6;38049
0;3;215;3;10539
0;4;202;7;11396
0;4;204;4;4801
0;4;205;74;129836
0;4;207;2;4877
0;4;208;1;8000
0;4;209;6;84800
0;4;210;22;61413
0;4;211;16;26487
0;4;213;9;12103
0;4;214;6;55249
0;4;215;7;26710
0;5;202;4;6120
0;5;204;12;11741
0;5;205;170;289622
0;5;209;5;58774
0;5;210;7;16964
0;5;212;4;24641
0;5;213;7;10730
0;5;214;13;99136
0;5;215;2;7920
0;6;202;8;13214
0;6;204;15;13139
0;6;205;115;187056
0;6;207;1;546
0;6;208;1;7300
0;6;209;8;106032
0;6;210;4;11249
0;6;212;6;35067
0;6;213;15;23560
0;6;214;14;102839
0;6;215;10;37245
0;6;216;4;24200
0;7;202;2;3127
0;7;204;5;4619
0;7;205;59;94014
0;7;208;1;4000
0;7;209;3;28265
0;7;210;2;5302
0;7;212;3;27454
0;7;213;4;5038
0;7;214;3;17177
0;7;215;4;15296
0;1;301;151;15863
0;1;303;10;1688
0;1;305;71;27217
0;1;307;2395;258660
0;1;308;7;2109
0;1;309;431;51720
0;1;310;20;372
0;1;312;10;3395
0;1;313;22;7168
0;1;314;1;1500
0;1;315;1;190
0;1;316;40;6183
0;1;317;5;558
0;1;318;313;129685
0;1;319;241;51575
0;1;322;192;30214
0;1;323;53;13395
0;1;324;10;850
0;1;325;154;9517
0;1;326;28;2975
0;1;327;9;1999
0;1;328;28;551922
0;1;329;21;2155
0;1;330;11;4884
0;1;332;12;8111
0;1;333;55;76166
0;1;334;3;5602
0;1;335;32;45423
0;1;337;124;56601
0;1;338;14;1402
0;1;339;23;2743
0;1;340;3;1182
0;1;341;37;6164
0;1;342;27;5488
0;1;343;17;4773
0;1;344;190;19289
0;1;345;15;6906
0;1;346;12;1481
0;1;347;83;2678
0;1;348;15;25017
0;2;301;310;22077
0;2;303;2;858
0;2;305;12;4622
0;2;307;1278;138024
0;2;308;15;4392
0;2;309;127;15240
0;2;312;21;10884
0;2;313;27;9771
0;2;314;5;6950
0;2;316;85;18303
0;2;317;24;2519
0;2;318;1;410
0;2;319;29;3922
0;2;323;46;10700
0;2;324;28;1820
0;2;325;135;9641
0;2;326;4;677
0;2;;2;4303
0;2;328;16;295847
0;2;329;99;9672
0;2;330;1;433
0;2;332;17;8787
0;2;333;62;64200
0;2;334;2;2106
0;2;335;23;29737
0;2;337;18;5726
0;2;338;48;5166
0;2;339;48;6506
0;2;340;18;10742
0;2;341;22;3492
0;2;342;41;9229
0;2;343;22;6832
0;2;344;96;7172
0;2;345;9;3465
0;2;346;53;6582
0;2;347;114;3611
0;2;348;24;34607
0;3;301;47;4606
0;3;302;2;1600
0;3;303;1;23
0;3;304;120;22691
0;3;305;38;14824
0;3;307;1154;124632
0;3;309;6;720
0;3;310;855;20684
0;3;312;1;425
0;3;318;61;23583
